iteration,residual_norm,augmented_norm,correction_norm,jacobian_condition,min_singular_value,linear_solver,run,step_index,W_a0_m_s,ds_scaled
1,1.9334216984067478e-08,1.9334216984067478e-08,2.3839678359565454e-11,1971.5578005685638,0.9544833081351302,solve,anchor,600,0.6,0.0
2,4.6654098683247335e-08,4.6654098683247335e-08,5.7524930394311384e-11,1971.5585639510348,0.954483319844621,solve,anchor,600,0.6,0.0
3,8.537383359780621e-09,8.537383359780621e-09,1.0529191597253507e-11,1971.5570391189888,0.9544832964730012,solve,anchor,600,0.6,0.0
4,2.024838300426443e-08,2.024838300426443e-08,2.497030196740038e-11,1971.5578053667289,0.9544833082084082,solve,anchor,600,0.6,0.0
5,4.843672620895936e-08,4.843672620895936e-08,5.972640997758755e-11,1971.5570393959522,0.9544832964817873,solve,anchor,600,0.6,0.0
6,1.30866003996908e-08,1.30866003996908e-08,1.6139244451821588e-11,1971.5578058705992,0.9544833082246914,solve,anchor,600,0.6,0.0
7,3.1603201563114944e-08,3.1603201563114944e-08,3.8969588310819135e-11,1971.5578001056733,0.9544833081554935,solve,anchor,600,0.6,0.0
8,2.8228749516832125e-08,2.8228749516832125e-08,3.48062163388781e-11,1971.5570425835235,0.9544832965386251,solve,anchor,600,0.6,0.0
9,6.820987639781425e-08,6.820987639781425e-08,8.410479232730165e-11,1971.5578011109912,0.9544833081792975,solve,anchor,600,0.6,0.0
0,0.15945938294362308,0.15945938294362308,0.00025344092547964584,1675.0413953751245,0.9626243469392329,solve,anchor,700,0.7,0.0
1,1.3827924052423127e-05,1.3827924052423127e-05,2.10149908543782e-08,1674.7840902075168,0.9626233954096978,solve,anchor,700,0.7,0.0
2,3.368752747119147e-08,3.368752747119147e-08,4.885427231088118e-11,1674.7853821137533,0.9626234235599834,solve,anchor,700,0.7,0.0
3,7.413829414369695e-09,7.413829414369695e-09,1.0750820576484668e-11,1674.784726518303,0.9626234094611189,solve,anchor,700,0.7,0.0
4,1.8463673912752104e-08,1.8463673912752104e-08,2.6775321267263853e-11,1674.784070218402,0.9626233953690108,solve,anchor,700,0.7,0.0
5,4.6515828134321673e-08,4.6515828134321673e-08,6.745734045473018e-11,1674.7847264133943,0.9626234094511109,solve,anchor,700,0.7,0.0
6,2.4724441204952673e-08,2.4724441204952673e-08,3.585675958351423e-11,1674.784724902126,0.9626234094374841,solve,anchor,700,0.7,0.0
7,3.013086130839096e-08,3.013086130839096e-08,4.3695335275063575e-11,1674.7853854963369,0.9626234236333938,solve,anchor,700,0.7,0.0
8,1.663617096855792e-08,1.663617096855792e-08,2.4124012173427588e-11,1674.784070240069,0.9626233953565745,solve,anchor,700,0.7,0.0
9,4.977765324664681e-08,4.977765324664681e-08,7.21914976966873e-11,1674.7847303390035,0.9626234095442516,solve,anchor,700,0.7,0.0
0,0.13934814998661033,0.13934814998661033,0.00022235649421138083,1456.580783695645,0.9680444348953487,solve,anchor,800,0.8,0.0
1,1.0979927109307308e-05,1.0979927109307308e-05,1.6847884336631575e-08,1456.3904019253087,0.9680437367848813,solve,anchor,800,0.8,0.0
2,2.9398562532886645e-08,2.9398562532886645e-08,4.920452402749129e-11,1456.3903869235853,0.9680437366930501,solve,anchor,800,0.8,0.0
3,6.044662314603234e-09,6.044662314603234e-09,1.0114157640489666e-11,1456.390382474871,0.96804373655973,solve,anchor,800,0.8,0.0
4,1.5406072078982678e-08,1.5406072078982678e-08,2.5782981548542767e-11,1456.3903867027648,0.9680437367040714,solve,anchor,800,0.8,0.0
5,4.010992826015376e-08,4.010992826015376e-08,6.713145484073376e-11,1456.390959243906,0.9680437539742747,solve,anchor,800,0.8,0.0
6,2.2099395136270705e-08,2.2099395136270705e-08,3.698683245258883e-11,1456.3903827866911,0.9680437365665163,solve,anchor,800,0.8,0.0
7,2.4958588707170754e-08,2.4958588707170754e-08,4.177481128323019e-11,1456.390961586398,0.9680437540532438,solve,anchor,800,0.8,0.0
8,6.49945980679279e-08,6.49945980679279e-08,1.0878325085038353e-10,1456.3903847407398,0.9680437366225447,solve,anchor,800,0.8,0.0
9,3.376622665838358e-09,3.376622665838358e-09,5.652119092905516e-12,1456.390389088722,0.9680437367529079,solve,anchor,800,0.8,0.0
0,0.1267485872077053,0.1267485872077053,0.00020425541767026844,1288.872669158136,0.9717732175486955,solve,anchor,900,0.9,0.0
1,9.367321115542641e-06,9.367321115542641e-06,1.505702706757623e-08,1288.7260777363238,0.9717727769938252,solve,anchor,900,0.9,0.0
0,0.11714726909978816,0.11714726909978816,0.00019398498063143444,1155.9667758870394,0.9743648586602827,solve,anchor,1000,1.0,0.0
1,8.177428483258326e-06,8.177428483258326e-06,1.4337596980259475e-08,1155.852351966061,0.9743646872658136,solve,anchor,1000,1.0,0.0
2,4.493443685616622e-08,4.493443685616622e-08,9.657998991728075e-11,1155.8528025843304,0.9743647153637793,solve,anchor,1000,1.0,0.0
3,5.723062460463874e-08,5.723062460463874e-08,1.230094895704879e-10,1155.8528024054797,0.9743647153553057,solve,anchor,1000,1.0,0.0
4,2.167089592439031e-08,2.167089592439031e-08,4.6576239882273674e-11,1155.8523438797665,0.9743646871736471,solve,anchor,1000,1.0,0.0
5,9.039240677302107e-09,9.039240677302107e-09,1.943144298606705e-11,1155.8523432592522,0.9743646871426909,solve,anchor,1000,1.0,0.0
6,2.5562369539617072e-08,2.5562369539617072e-08,5.4943751326688333e-11,1155.8527993219516,0.9743647151633902,solve,anchor,1000,1.0,0.0
7,2.1615955484720186e-09,2.1615955484720186e-09,4.644140256059961e-12,1155.8523463806198,0.9743646873196798,solve,anchor,1000,1.0,0.0
8,6.0389058117731914e-09,6.0389058117731914e-09,1.2977314491449895e-11,1155.8523438863858,0.9743646871756988,solve,anchor,1000,1.0,0.0
9,1.697573569512691e-08,1.697573569512691e-08,3.648886446743877e-11,1155.852343616743,0.9743646871780426,solve,anchor,1000,1.0,0.0
0,0.10921209028916455,0.10921209028916455,0.00019176955916543948,1048.0236410501716,0.9761244110469174,solve,anchor,1100,1.1,0.0
1,7.339782359127436e-06,7.339782359127436e-06,1.4598084925910506e-08,1047.934665887197,0.9761245629335534,solve,anchor,1100,1.1,0.0
2,7.286137507042204e-09,7.286137507042204e-09,1.7545576301322974e-11,1047.9342563709258,0.9761245264888065,solve,anchor,1100,1.1,0.0
3,4.391471997397723e-08,4.391471997397723e-08,1.057381449595266e-10,1047.9350687329015,0.9761245996134154,solve,anchor,1100,1.1,0.0
4,6.474036422866866e-08,6.474036422866866e-08,1.5588479683785001e-10,1047.9342563537332,0.9761245264993087,solve,anchor,1100,1.1,0.0
5,4.486916578437226e-09,4.486916578437226e-09,1.080371626562482e-11,1047.9342540355785,0.9761245262861822,solve,anchor,1100,1.1,0.0
6,1.3705226434480707e-08,1.3705226434480707e-08,3.2996362309715527e-11,1047.934663326787,0.976124563140884,solve,anchor,1100,1.1,0.0
7,2.4624399395265007e-08,2.4624399395265007e-08,5.929400889397148e-11,1047.93466445574,0.9761245632263591,solve,anchor,1100,1.1,0.0
8,7.508983629020491e-09,7.508983629020491e-09,1.8077979782261846e-11,1047.9350732610098,0.9761246000282815,solve,anchor,1100,1.1,0.0
9,4.330392265087874e-08,4.330392265087874e-08,1.0427384794265925e-10,1047.9346630702487,0.9761245631172013,solve,anchor,1100,1.1,0.0
0,7.564849068179656e-05,7.564849068179656e-05,1.46412663588453e-07,958.5848358820186,0.9772100346493036,solve,anchor,1200,1.2,0.0
1,9.57861438039594e-08,9.57861438039594e-08,2.572361824516236e-10,958.5844225104524,0.9772099860681565,solve,anchor,1200,1.2,0.0
2,5.11585812942217e-08,5.11585812942217e-08,1.3738767751543087e-10,958.5847875860552,0.9772100353579384,solve,anchor,1200,1.2,0.0
3,2.5982264027855217e-08,2.5982264027855217e-08,6.977740534694974e-11,958.5847858645477,0.977210035121697,solve,anchor,1200,1.2,0.0
4,1.9050567308573875e-08,1.9050567308573875e-08,5.1158609919341386e-11,958.5847859111997,0.9772100351493379,solve,anchor,1200,1.2,0.0
5,2.5345695072279295e-09,2.5345695072279295e-09,6.809026048198101e-12,958.5844238416344,0.9772099862244639,solve,anchor,1200,1.2,0.0
6,5.3472152563884775e-08,5.3472152563884775e-08,1.4360458679919171e-10,958.5847872080191,0.9772100352948204,solve,anchor,1200,1.2,0.0
7,4.2638107654453646e-08,4.2638107654453646e-08,1.1450747139190536e-10,958.5847870971498,0.9772100352860911,solve,anchor,1200,1.2,0.0
8,5.280826321609307e-08,5.280826321609307e-08,1.418214750441018e-10,958.5847877033129,0.9772100353597389,solve,anchor,1200,1.2,0.0
9,4.119097806085839e-08,4.119097806085839e-08,1.1062126652623227e-10,958.5847852561059,0.9772100350299331,solve,anchor,1200,1.2,0.0
