method,t_h,x_m,z_m,u_m_s,w_m_s,m_kg,a,c,C_D,Re,S_i,η,R,driving_factor,m_dot
BDF,494.3333333333333,3377023.4854610097,9618.027579418007,1.9098621028239153,-2.8122597489519116e-07,1.080230328149398e-09,5.368761445549799e-05,0.00010737522891099597,9.830406276055477,2.4491878638278446,1.0022046769472128,1.0236055158836015,0.0022046749805080357,1.9667047890421785e-09,3.412519627767736e-21
BDF,494.5,3378169.402973788,9618.02741173368,1.9098629412464907,-2.7821446875091473e-07,1.0802303252826114e-09,5.368761440658785e-05,0.0001073752288131757,9.830406158621537,2.4491878980640425,1.0022046643574916,1.023605482346736,0.002204671849258129,-7.491766569958647e-09,-1.2999307789756433e-20
BDF,494.6666666666667,3379315.3209851715,9618.027246719425,1.909863766319562,-2.723125533828391e-07,1.080230312659741e-09,5.36876141912295e-05,0.000107375228382459,9.830406109608852,2.4491879123529956,1.002204651968817,1.023605449343885,0.0022046687606056196,-1.679178859110772e-08,-2.913620287098659e-20
BDF,494.8333333333333,3380461.2394846077,9618.027086082477,1.9098645695069627,-2.636062614947042e-07,1.0802302904946407e-09,5.36876138130715e-05,0.000107375227626143,9.830406128959035,2.449187906711724,1.002204639907613,1.0236054172164955,0.0022046657465673407,-2.5838954347684462e-08,-4.483435555540111e-20
BDF,495.0,3381607.1584565146,9618.026931469698,1.9098653425743515,-2.522103666490371e-07,1.0802302590997012e-09,5.368761327744353e-05,0.00010737522655488705,9.830406215895698,2.4491878813665737,1.0022046282998314,1.0236053862939396,0.002204662838106571,-3.453827520294092e-08,-5.992894643831346e-20
BDF,495.1666666666667,3382753.0778804864,9618.026784450914,1.9098660776725236,-2.3826691109792717e-07,1.0802302188815478e-09,5.3687612591283e-05,0.000107375225182566,9.83040636893963,2.4491878367487883,1.0022046172616208,1.023605356890183,0.0022046600648188627,-4.2803198062324466e-08,-7.426979303229687e-20
BDF,495.3333333333333,3383898.997731551,9618.026646503193,1.9098667674161194,-2.2194335323202284e-07,1.0802301703355241e-09,5.368761176304094e-05,0.00010737522352608187,9.830406585933362,2.449187773487349,1.0022046069044304,1.0236053293006386,0.0022046574546344478,-5.0550204085987593e-08,-8.77119777574458e-20
BDF,495.5,3385044.9179804707,9618.026518996163,1.909867404956939,-2.0343068611478582e-07,1.0802301140400963e-09,5.3687610802586525e-05,0.00010737522160517305,9.830406864067399,2.4491876924013276,1.0022045973312357,1.0236053037992328,0.0022046550335403747,-5.7702304694356304e-08,-1.0012191403144931e-19
BDF,495.6666666666667,3386190.8385940827,9618.026403178535,1.909867984051349,-1.829413465661064e-07,1.0802300506504896e-09,5.368760972109852e-05,0.00010737521944219703,9.830407199912578,2.449187594490451,1.0022045886350024,1.0236052806357072,0.002204652825324032,-6.419032164053234e-08,-1.1137956739011722e-19
BDF,495.8333333333333,3387336.7595356805,9618.026300166006,1.9098684991208017,-1.6070671742295115e-07,1.0802299808907737e-09,5.368760853093024e-05,0.00010737521706186048,9.83040758946348,2.4491874809224456,1.002204580901306,1.0236052600332013,0.002204650851341684,-6.995003564271365e-08,-1.2137350795461685e-19
